Country.Region,Province.State,date,confirmed,recovered,deaths,hospitalized_symptoms,isolated_at_home,tested,close_observation,suspected,hospitalized_intensive,active
Bangladesh,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Barbados,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Belarus,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Belgium,total,2020-02-10,1,0,0,NA,NA,NA,NA,NA,NA,1
Belize,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Benin,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Bhutan,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Bolivia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Bosnia and Herzegovina,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Brazil,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Brunei,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Bulgaria,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Burkina Faso,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Burma,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Cabo Verde,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Cambodia,total,2020-02-10,1,0,0,NA,NA,NA,NA,NA,NA,1
Cameroon,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Alberta,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,British Columbia,2020-02-10,4,0,0,NA,NA,NA,NA,NA,NA,4
Canada,Diamond Princess,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Grand Princess,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Manitoba,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,New Brunswick,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Newfoundland and Labrador,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Northwest Territories,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Nova Scotia,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Ontario,2020-02-10,3,0,0,NA,NA,NA,NA,NA,NA,3
Canada,Prince Edward Island,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Quebec,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Recovered,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Saskatchewan,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Yukon,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Central African Republic,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Chad,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Chile,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
China,Anhui,2020-02-10,830,88,3,NA,NA,NA,NA,NA,NA,739
China,Beijing,2020-02-10,337,44,2,NA,NA,NA,NA,NA,NA,291
China,Chongqing,2020-02-10,486,66,2,NA,NA,NA,NA,NA,NA,418
China,Fujian,2020-02-10,261,39,0,NA,NA,NA,NA,NA,NA,222
China,Gansu,2020-02-10,83,17,2,NA,NA,NA,NA,NA,NA,64
China,Guangdong,2020-02-10,1159,167,1,NA,NA,NA,NA,NA,NA,991
China,Guangxi,2020-02-10,210,24,1,NA,NA,NA,NA,NA,NA,185
China,Guizhou,2020-02-10,109,10,1,NA,NA,NA,NA,NA,NA,98
China,Hainan,2020-02-10,138,19,3,NA,NA,NA,NA,NA,NA,116
China,Hebei,2020-02-10,218,41,2,NA,NA,NA,NA,NA,NA,175
China,Heilongjiang,2020-02-10,331,30,7,NA,NA,NA,NA,NA,NA,294
China,Henan,2020-02-10,1073,191,6,NA,NA,NA,NA,NA,NA,876
China,Hong Kong,2020-02-10,38,0,1,NA,NA,NA,NA,NA,NA,37
China,Hubei,2020-02-10,31728,2222,974,NA,NA,NA,NA,NA,5522,28532
China,Hunan,2020-02-10,879,208,1,NA,NA,NA,NA,NA,NA,670
China,Inner Mongolia,2020-02-10,58,5,0,NA,NA,NA,NA,NA,NA,53
China,Jiangsu,2020-02-10,492,81,0,NA,NA,NA,NA,NA,NA,411
China,Jiangxi,2020-02-10,771,105,1,NA,NA,NA,NA,NA,NA,665
China,Jilin,2020-02-10,80,13,1,NA,NA,NA,NA,NA,NA,66
China,Liaoning,2020-02-10,108,13,0,NA,NA,NA,NA,NA,NA,95
China,Macau,2020-02-10,10,1,0,NA,NA,NA,NA,NA,NA,9
China,Ningxia,2020-02-10,49,15,0,NA,NA,NA,NA,NA,NA,34
China,Qinghai,2020-02-10,18,3,0,NA,NA,NA,NA,NA,NA,15
China,Shaanxi,2020-02-10,213,30,0,NA,NA,NA,NA,NA,NA,183
China,Shandong,2020-02-10,466,66,1,NA,NA,NA,NA,NA,NA,399
China,Shanghai,2020-02-10,299,48,1,NA,NA,NA,NA,NA,NA,250
China,Shanxi,2020-02-10,119,25,0,NA,NA,NA,NA,NA,NA,94
China,Sichuan,2020-02-10,405,80,1,NA,NA,NA,NA,NA,NA,324
China,Tianjin,2020-02-10,95,8,1,NA,NA,NA,NA,NA,NA,86
China,Tibet,2020-02-10,1,0,0,NA,NA,NA,NA,NA,NA,1
China,Xinjiang,2020-02-10,49,0,0,NA,NA,NA,NA,NA,NA,49
China,Yunnan,2020-02-10,149,19,0,NA,NA,NA,NA,NA,NA,130
China,Zhejiang,2020-02-10,1092,242,0,NA,NA,NA,NA,NA,NA,850
Colombia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Congo (Brazzaville),total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Congo (Kinshasa),total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Costa Rica,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Cote d'Ivoire,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Croatia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Cuba,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Cyprus,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Czechia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Denmark,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Denmark,Faroe Islands,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Denmark,Greenland,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Diamond Princess,total,2020-02-10,135,0,0,NA,NA,NA,NA,NA,NA,135
Djibouti,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Dominica,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Dominican Republic,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Ecuador,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Egypt,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
El Salvador,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Equatorial Guinea,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Eritrea,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Estonia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Eswatini,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Ethiopia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Fiji,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Finland,total,2020-02-10,1,0,0,NA,NA,NA,NA,NA,NA,1
France,total,2020-02-10,11,0,0,NA,NA,NA,NA,NA,NA,11
France,French Guiana,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
France,French Polynesia,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Guadeloupe,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Martinique,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Mayotte,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
France,New Caledonia,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Reunion,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Saint Barthelemy,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
France,St Martin,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Gabon,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Gambia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Georgia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Germany,total,2020-02-10,14,0,0,NA,NA,NA,NA,NA,NA,14
Ghana,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Greece,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Grenada,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Guatemala,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Guinea,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Guinea-Bissau,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Guyana,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Haiti,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Holy See,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Honduras,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Hungary,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Iceland,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
India,total,2020-02-10,3,0,0,NA,NA,NA,NA,NA,NA,3
Indonesia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Iran,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Iraq,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Ireland,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Israel,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Jamaica,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Japan,total,2020-02-10,26,4,0,NA,NA,NA,NA,NA,NA,22
Jordan,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Kazakhstan,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Kenya,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
"Korea, South",total,2020-02-10,27,3,0,NA,NA,NA,NA,NA,NA,24
Kosovo,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Kuwait,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Kyrgyzstan,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Laos,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Latvia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Lebanon,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Liberia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Libya,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Liechtenstein,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Lithuania,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Luxembourg,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Madagascar,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Malaysia,total,2020-02-10,18,1,0,NA,NA,NA,NA,NA,NA,17
Maldives,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Mali,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Malta,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Mauritania,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Mauritius,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Mexico,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Moldova,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Monaco,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Mongolia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Montenegro,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Morocco,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Mozambique,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
MS Zaandam,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Namibia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Nepal,total,2020-02-10,1,0,0,NA,NA,NA,NA,NA,NA,1
Netherlands,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Netherlands,Aruba,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Netherlands,Curacao,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Netherlands,Sint Maarten,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
New Zealand,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Nicaragua,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Niger,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Nigeria,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
North Macedonia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Norway,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Oman,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Pakistan,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Panama,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Papua New Guinea,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Paraguay,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Peru,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Philippines,total,2020-02-10,3,0,1,NA,NA,NA,NA,NA,NA,2
Poland,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Portugal,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Qatar,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Romania,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Russia,total,2020-02-10,2,0,0,NA,NA,NA,NA,NA,NA,2
Rwanda,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Saint Kitts and Nevis,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Saint Lucia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Saint Vincent and the Grenadines,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
San Marino,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Saudi Arabia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Senegal,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Serbia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Seychelles,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Singapore,total,2020-02-10,45,2,0,NA,NA,NA,NA,NA,NA,43
Slovakia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Slovenia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Somalia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
South Africa,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Spain,total,2020-02-10,2,0,0,NA,NA,NA,NA,NA,NA,2
Sri Lanka,total,2020-02-10,1,1,0,NA,NA,NA,NA,NA,NA,0
Sudan,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Suriname,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Sweden,total,2020-02-10,1,0,0,NA,NA,NA,NA,NA,NA,1
Switzerland,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Syria,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Taiwan*,total,2020-02-10,18,1,0,NA,NA,NA,NA,NA,NA,17
Tanzania,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Thailand,total,2020-02-10,32,10,0,NA,NA,NA,NA,NA,NA,22
Timor-Leste,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Togo,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Trinidad and Tobago,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Tunisia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Turkey,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Uganda,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Ukraine,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Arab Emirates,total,2020-02-10,8,0,0,NA,NA,NA,NA,NA,NA,8
United Kingdom,total,2020-02-10,8,0,0,NA,NA,NA,NA,NA,NA,8
United Kingdom,Anguilla,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Bermuda,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,British Virgin Islands,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Cayman Islands,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Channel Islands,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Gibraltar,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Isle of Man,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Montserrat,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Turks and Caicos Islands,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Uruguay,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
US,total,2020-02-10,11,3,0,NA,NA,NA,NA,NA,NA,8
Uzbekistan,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Venezuela,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Vietnam,total,2020-02-10,14,1,0,NA,NA,NA,NA,NA,NA,13
West Bank and Gaza,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Zambia,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Zimbabwe,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,total,2020-02-10,15,2,0,NA,NA,NA,NA,NA,NA,13
Canada,total,2020-02-10,7,0,0,NA,NA,NA,NA,NA,NA,7
China,total,2020-02-10,42354,3918,1012,NA,NA,NA,187728,NA,6484,37424
Denmark,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
France,total,2020-02-10,11,0,0,NA,NA,NA,NA,NA,NA,11
Netherlands,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,total,2020-02-10,8,0,0,NA,NA,NA,NA,NA,NA,8
Afghanistan,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Albania,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Algeria,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Andorra,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Angola,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Antigua and Barbuda,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Argentina,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Armenia,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,Australian Capital Territory,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,New South Wales,2020-02-11,4,2,0,NA,NA,NA,NA,NA,NA,2
Australia,Northern Territory,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,Queensland,2020-02-11,5,0,0,NA,NA,NA,NA,NA,NA,5
Australia,South Australia,2020-02-11,2,0,0,NA,NA,NA,NA,NA,NA,2
Australia,Tasmania,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,Victoria,2020-02-11,4,0,0,NA,NA,NA,NA,NA,NA,4
Australia,Western Australia,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Austria,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Azerbaijan,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Bahamas,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Bahrain,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Bangladesh,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Barbados,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Belarus,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Belgium,total,2020-02-11,1,0,0,NA,NA,NA,NA,NA,NA,1
Belize,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Benin,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Bhutan,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Bolivia,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Bosnia and Herzegovina,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Brazil,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Brunei,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Bulgaria,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Burkina Faso,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Burma,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Cabo Verde,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Cambodia,total,2020-02-11,1,0,0,NA,NA,NA,NA,NA,NA,1
Cameroon,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Alberta,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,British Columbia,2020-02-11,4,0,0,NA,NA,NA,NA,NA,NA,4
Canada,Diamond Princess,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Grand Princess,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Manitoba,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,New Brunswick,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Newfoundland and Labrador,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Northwest Territories,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Nova Scotia,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Ontario,2020-02-11,3,0,0,NA,NA,NA,NA,NA,NA,3
Canada,Prince Edward Island,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Quebec,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Recovered,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Saskatchewan,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Yukon,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Central African Republic,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Chad,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Chile,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
China,Anhui,2020-02-11,860,105,4,NA,NA,NA,NA,NA,NA,751
China,Beijing,2020-02-11,342,48,3,NA,NA,NA,NA,NA,NA,291
China,Chongqing,2020-02-11,505,79,3,NA,NA,NA,NA,NA,NA,423
China,Fujian,2020-02-11,267,45,0,NA,NA,NA,NA,NA,NA,222
China,Gansu,2020-02-11,86,24,2,NA,NA,NA,NA,NA,NA,60
China,Guangdong,2020-02-11,1177,212,1,NA,NA,NA,NA,NA,NA,964
China,Guangxi,2020-02-11,215,33,1,NA,NA,NA,NA,NA,NA,181
China,Guizhou,2020-02-11,127,17,1,NA,NA,NA,NA,NA,NA,109
China,Hainan,2020-02-11,144,20,3,NA,NA,NA,NA,NA,NA,121
China,Hebei,2020-02-11,239,48,2,NA,NA,NA,NA,NA,NA,189
China,Heilongjiang,2020-02-11,360,30,8,NA,NA,NA,NA,NA,NA,322
China,Henan,2020-02-11,1105,218,7,NA,NA,NA,NA,NA,NA,880
China,Hong Kong,2020-02-11,49,0,1,NA,NA,NA,NA,NA,NA,48
China,Hubei,2020-02-11,33366,2639,1068,NA,NA,NA,NA,NA,6361,29659
China,Hunan,2020-02-11,912,247,1,NA,NA,NA,NA,NA,NA,664
China,Inner Mongolia,2020-02-11,58,5,0,NA,NA,NA,NA,NA,NA,53
China,Jiangsu,2020-02-11,515,93,0,NA,NA,NA,NA,NA,NA,422
China,Jiangxi,2020-02-11,804,128,1,NA,NA,NA,NA,NA,NA,675
China,Jilin,2020-02-11,81,18,1,NA,NA,NA,NA,NA,NA,62
China,Liaoning,2020-02-11,111,19,0,NA,NA,NA,NA,NA,NA,92
China,Macau,2020-02-11,10,1,0,NA,NA,NA,NA,NA,NA,9
China,Ningxia,2020-02-11,53,22,0,NA,NA,NA,NA,NA,NA,31
China,Qinghai,2020-02-11,18,5,0,NA,NA,NA,NA,NA,NA,13
China,Shaanxi,2020-02-11,219,32,0,NA,NA,NA,NA,NA,NA,187
China,Shandong,2020-02-11,487,80,1,NA,NA,NA,NA,NA,NA,406
China,Shanghai,2020-02-11,303,52,1,NA,NA,NA,NA,NA,NA,250
China,Shanxi,2020-02-11,124,30,0,NA,NA,NA,NA,NA,NA,94
China,Sichuan,2020-02-11,417,85,1,NA,NA,NA,NA,NA,NA,331
China,Tianjin,2020-02-11,106,10,2,NA,NA,NA,NA,NA,NA,94
China,Tibet,2020-02-11,1,0,0,NA,NA,NA,NA,NA,NA,1
China,Xinjiang,2020-02-11,55,3,0,NA,NA,NA,NA,NA,NA,52
China,Yunnan,2020-02-11,153,20,0,NA,NA,NA,NA,NA,NA,133
China,Zhejiang,2020-02-11,1117,270,0,NA,NA,NA,NA,NA,NA,847
Colombia,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Congo (Brazzaville),total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Congo (Kinshasa),total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Costa Rica,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Cote d'Ivoire,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Croatia,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Cuba,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
Cyprus,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,0
